district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Harper Creek Community Schools,MI,https://www.harpercreek.net/,https://www.harpercreek.net/board-of-education/,,https://www.harpercreek.net/our-district/alumni/class-contact-information/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"Events High School Choir Concert High School Auditorium Thursday, February 26, 2026 7:00 pm 27 28 More Events News & Announcements Meet the Superintendent Subscribe to RSS Feed It's Time for Countdown to DK/Kindergarten 2026 February 19, 2026 Welcome to Harper Creek Community Sch…",,nnual Education Reports Annual Notices Distinguished Alumni & Citizen District News Drills & Incidents FOIA Guidelines Harper Creek History Staff Directory Student Registration & Enrollment Student Survey Questions and Results Title IX Transparency Reporting Departments Curriculu…
Homer Community Schools,MI,https://www.homerweb.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Marshall Public Schools,MI,https://www.marshallpublicschools.org/,https://www.marshallpublicschools.org/departments/technology/privacy-policy,https://www.marshallpublicschools.org/departments/technology/privacy-policy,https://www.marshallpublicschools.org/district/administration-team,,4,1,0,1,1,1,m & Instruction K Round Up Special Education Library Links Elementary Technology English Language Learners Back to School Title Information AI Task Force FAME Explicit Instruction Team In This Section Privacy Policy Marshall Public Schools 100 E. Green St. Marshall MI 49068 Phone…,,rch Clear Search District Superintendent Board of Education Administration Team Central Office District Calendar Strategic Plan Our Mission Directory Enrollment Information Title IX Alumni AERs Report It Virtual Suggestion Box FOIA Contact Us Emergency Contacts (opens in new wind…,m & Instruction K Round Up Special Education Library Links Elementary Technology English Language Learners Back to School Title Information AI Task Force FAME Explicit Instruction Team In This Section Privacy Policy Marshall Public Schools 100 E. Green St. Marshall MI 49068 Phone…,"AWK ATHLETICS Go Redhawks! Learn More BOARD OF EDUCATION MEETING AGENDAS, MINUTES, BOARD MEMBER CONTACTS, ETC. CAN BE FOUND HERE Learn More STAFF DIRECTORY ACCESS OUR ONLINE STAFF DIRECTORY View Directory DISTRICT CALENDAR Click below for the 2025-2026 school year calendar. View …"
Pennfield Schools,MI,https://www.pennfield.net/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"ery Welcome to Pennfield Welcome to Pennfield We can't wait to show you how we #LearnGrowLead every day. End of Gallery Athletics Calendars directory Enrollment menus Newsletter employment Find Us Pennfield Schools 8587 Pennfield Road Battle Creek, MI 49017 Phone: (269) 961-9781 …"
Olivet Community Schools,MI,https://www.olivetschools.org/,https://www.olivetschools.org/page/board-of-education,,https://www.olivetschools.org/staff?filter_ids=162532,Missing: tech (crawl limited),2,0,0,1,0,1,,,"l High School Skyward Access 25-26 School Calendar Menus Departments Athletics Curriculum & Instruction Facility Use Fine Arts Food Service Superintendent's Office Technology Transportation Find Us Olivet Community Schools 255 First Street Olivet, MI 49076 District Phone Numbers …",,rral Form FPE Links Calendar/Start Times Child Care Counselor's Corner Food Service/Menus Little Eagle Principal's Page PTO Read To Succeed Staff Directory Student Handbook Transportation Record of Safety Drills Olivet Child Care & Inclement Weather Olivet Child Care is available…
Beaver Island Community School,MI,https://www.beaverisland.k12.mi.us/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"tal AER Report Transparency Report Service Desk Bi Fit Employment HD of NW MI Beaver Island Community School Welcome I am honored to be the Superintendent-Principal of Beaver Island Community School. The Pre-K through 12th-grade nature of this school, the quality teachers, the am…",,"botics Student Council Sports National Honor Society Find Us Beaver Island Community School 37895 Kings Hwy Beaver Island, MI 49782 Number: Phone: (231) 448-2744 Fax: Fax: (231) 448-2919 Copyright © 2026 Beaver Island Community School. All rights reserved. Powered By Apptegy Visi…"
Boyne City Public Schools,MI,https://www.boyne.k12.mi.us/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"bler athletics Report an issue RSN Live Events District calendars Find Us Boyne City Public Schools 321 South Park St. Boyne City, MI 49712 Phone: 231-439-8190 Fax: 231-439-8195 Schools Boyne City Public Schools Boyne City Elementary School Boyne City Middle School Boyne City Hig…"
Pellston Public Schools,MI,https://www.pellstonschools.org/,https://www.pellstonschools.org/boe.html,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,ffice Request for Proposals (RFP) Board of Education Parents/Students District Newsletter Teacher Evaluation Tool Principal Evaluation Tool Superintendent Evaluation Tool Employment Opportunities Schools High/Middle School Elementary School Educational Guidance It Work Order Staf…,,"your support for Pellston by buying Pellston apparel! CLICK HERE Click for our Latest Job Postings Address: 172 Park St. Pellston, MI 49769 Contact Our School Superintendent's Office: Ph: 231-539-8421 Fx: 231-539-8118 Middle School High School: Ph: 231-539-8801 Fx: 231-539-8110 /…"
Public Schools of Petoskey,MI,https://www.petoskeyschools.org/,,https://www.petoskeyschools.org/departments/technology/,https://www.petoskeyschools.org/district/contact-your-legislators/,Missing: policy (crawl limited),2,0,0,1,0,1,,,trict Logos Spitler Administration Staff FOIA Guidelines Full Value Agreement Non-Discrimination Information Safe Storage Law Safety Drills Superintendent's Welcome Website Accessibility Departments Business Office Health Care Benefits Plans Request for Proposals Curriculum Custo…,,School Data Visit Our Dashboard Previous Next Pause Play Gallery Permalink Calendar Calendar Link Food Service More... Powerschool More... Staff Directory More... Schoology More... Tech Help More... About Us Tools What is the Full Value Agreement? Attendance 231-348-2105 High Sch…
Cheboygan Area Schools,MI,https://www.chebschools.org/,https://www.chebschools.org/page/board-of-education-committees,,https://www.chebschools.org/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,plore Schools Translate Search site Sign in About CAS Show submenu for About CAS About CAS Latest News CAS Mission CAS Strategic Plan Staff Directory Facility Planning Show submenu for Facility Planning Facility Planning Referendum 2024 School Demographics Annual Notices Annual E…,,ore Explore Schools Translate Search site Sign in About CAS Show submenu for About CAS About CAS Latest News CAS Mission CAS Strategic Plan Staff Directory Facility Planning Show submenu for Facility Planning Facility Planning Referendum 2024 School Demographics Annual Notices An…
Ovid-Elsie Area Schools,MI,https://www.ovidelsie.org/,https://www.ovidelsie.org/page/policies-procedures,,https://www.ovidelsie.org/page/contact-location,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"d of Gallery O-E Online WOES OETV update Find Us Ovid-Elsie Area Schools 8989 E. Colony Rd. Elsie, MI 48831 p: 989-834-2271 f: 989-862-5887 Staff Directory Attendance Lines Mission: Students First! Vision: Ovid-Elsie Area Schools will foster a caring educational community that wi…"
Pewamo-Westphalia Community Schools,MI,https://www.pwschools.org/,https://www.pwschools.org/our-district/board-of-education/school-policies/,https://www.pwschools.org/our-district/departments/technology-news-and-policies/,https://www.pwschools.org/our-district/district-office-staff/,,2,0,0,1,0,1,,,"ntact Us District Office 5101 Clintonia Rd. Westphalia , MI 48894 p: (989) 587-5100 f: (989) 587-5120 Dick Dunham Send email to Dick Dunham Superintendent (989) 587-5100 Dustin Smith Send email to Dustin Smith Business Manager 989-587-5100, ext. 4932 Katy Gilliland Send email to …",,omeless Information SPED/ ELL /504 Facility Request Volunteer In Our District Title IX Bullying Policy Reporting Bullying FERPA Information Contact Us Elementary School Elementary Staff Annual Education Report Counselor/Social Worker BK/Kindergarten Pre-Registration Elementary Sc…
Grand Ledge Public Schools,MI,https://www.glcomets.net/,https://www.glcomets.net/boardofeducation/anti-bullying-policy/,,https://www.glcomets.net/ourdistrict/administrativedepartments/humanresources/edustaff-sub-at-glps/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ketball 4th-8th Grade Daddy Daughter Dance Community Track Access Hall of Fame News Bond Projects Community Track Access The ""Insider"" News Superintendent's Messages Upcoming Events, District News, & Community Information International Night Family & Student Resources Aquatics Pr…",,"ct Calendar Diversity, Equity, & Inclusion Comets Welcome All Dogs - GLPS Facility Dog Program Food Service Freedom of Information Requests Staff Directory Student & School Safety Superintendent Transportation Department Our Schools Delta Mills Early Childhood Center Great Start …"
Bendle Public Schools,MI,https://www.bendleschools.org/,,,https://www.bendleschools.org/district/directories/district_directory,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"d More about Genesee County Food Pantries Bendle Food Service Staff Win Awards Updated on 11/03/2025 Congratulations to Bendle Food Service Director, Dawn Pully, and Bendle High School Kitchen Manager, Shelly Swann on being selected for SNAM Awards. Read More about Bendle Food Se…",,ng Schedule Bendle Board of Education Policy Bendle Bugle Calendar School Calendar 2025/2026 Code of Conduct Directories District Directory Staff Directory District Notices Early Childhood Job Openings Points of Pride Schools of Choice Enrollment News What's New Michigan Secure -…
Carman-Ainsworth Community Schools,MI,https://www.carman.k12.mi.us/,https://www.carman.k12.mi.us/departments/departments/board-policies,https://www.carman.k12.mi.us/technology/staff-resources,https://www.carman.k12.mi.us/technology/staff-resources,,2,0,0,1,0,1,,,f Contact Information Learning Disability Criteria Special Education Resources Child Find Programs and Services Casault & Florida Resources Superintendent of Schools Transportation Central Office Title IX Coordinators Technology Department (opens in new window/tab) Maintenance & …,,an Resources Employment Opportunities Substitutes Needed Work-Related Injuries Records & Transcripts-Student Student Support Services Staff Contact Information Learning Disability Criteria Special Education Resources Child Find Programs and Services Casault & Florida Resources Su…
Byron Center Public Schools,MI,https://www.bcpsk12.net/,https://www.bcpsk12.net/district/board-of-education/boe-contract/,,https://www.bcpsk12.net/district/staff-directory/,Missing: tech (crawl limited),2,0,0,1,0,1,,,nnouncements & Alerts skip to Content skip to Navigation Search Form Quick Search: Search Main Menu District Board of Education BOE Contact Superintendent's Office Human Resources Title IX Staff Directory Finance & Operations Transparency Report Request For Proposals (RFPs) Asset…,,igation Search Form Quick Search: Search Main Menu District Board of Education BOE Contact Superintendent's Office Human Resources Title IX Staff Directory Finance & Operations Transparency Report Request For Proposals (RFPs) Assets for Sale Nutrition Services Menus Teaching & Le…
Cedar Springs Public Schools,MI,https://www.csredhawks.org/,https://www.csredhawks.org/privacy-policy,,https://www.csredhawks.org/our-district/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,afety and Security District Newsletters Freedom Information Act Handbooks Kent ISD Regional Enhancement Millage Proposal Map and Directions Superintendent's Update Title IX Cedar Springs Public Schools Staff Directory Academic Services Academic Enhancements Michigan Seal of Bilit…,,t Handbooks Kent ISD Regional Enhancement Millage Proposal Map and Directions Superintendent's Update Title IX Cedar Springs Public Schools Staff Directory Academic Services Academic Enhancements Michigan Seal of Biliteracy FFA Fine Arts Gifted and Talented Assessments Annual Edu…
East Grand Rapids Public Schools,MI,https://www.egrps.org/,https://www.egrps.org/non-discrimination-policy213,,https://www.egrps.org/district-information/directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,St. SE Grand Rapids MI 49506 1-616-235-3535 1-616-235-3256 Quicklinks Calendar Non-Discrimination Policy Employment Transparency Reporting Directory Connect With Us Instagram (opens in new window/tab) Facebook (opens in new window/tab) Twitter (opens in new window/tab) Web Access…,,"ecurity This website takes every precaution to protect our users' personal information. Whenever users submit personal information (such as contact info or credit card info) via online forms, registration, or online purchase, upon submission that information is encrypted via the …"
Forest Hills Public Schools,MI,https://www.fhps.net/,,https://www.fhps.net/departments/technology/,https://www.fhps.net/district/contact-us/,Missing: policy (crawl limited),2,0,0,1,0,1,,,"y questions about the Parent Portal access or need technical support, please email parentportal@fhps.net Contact Technology To Be Announced Director of Technology Staff Only: Submit a Web Help Desk ticket Footer Contact the District Forest Hills Public Schools 620 Forest Hill Ave…",,to footer Enrollment Careers Quicklinks Calendars Canvas Child Care Community Enrichment Food Service PowerSchool Technology Transportation Contact Us Translate Search this website … Our Schools Ada Elementary Ada Vista Elementary School Central High School Central Middle School …
Godwin Heights Public Schools,MI,https://www.godwinschools.org/,,,https://www.godwinschools.org/apps/contact/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"ofile for Healthy Youth Survey Athletics & Arts Athletics Athletic Code of Conduct Eligibility Guide Title IX 2025 Bond Staff Contact Staff Directory Contact Please verify your identity Sorry, your authentication failed! Please try again. We are only accepting secure messages at …",,gan Profile for Healthy Youth Survey Athletics & Arts Athletics Athletic Code of Conduct Eligibility Guide Title IX 2025 Bond Staff Contact Staff Directory Godwin Heights Public Schools Home HOME OF THE FIGHTING WOLVERINES Homepage Links Enrollment ParentVue/StudentVue 2025-2026 …
Grand Rapids Public Schools,MI,https://grps.org/,https://grps.org/our-district/board-of-education/board-policies/,https://grps.org/departments/technology/,https://grps.org/staff-directory/,,2,0,0,1,0,1,,,nguages Spoken by GRPS Families 80+ Countries Represented by our Scholar Population Grad Rates Increase Annually 40+ Schools A Message from Superintendent Dr. Leadriane Roby It is an honor and privilege to serve as the Superintendent of Grand Rapids Public Schools. As a diverse c…,,n Reimagine Transportation Frequently Asked Transportation Questions Transportation Technology FAQ District Resources Immigration Resources Staff Directory Attendance Area Finder Schools Elementary Aberdeen Academy Brookside Elementary Buchanan Elementary Burton Elementary CA Fro…
Grandville Public Schools,MI,https://www.gpsbulldogs.org/,https://www.gpsbulldogs.org/apps/pages/policies,,https://www.gpsbulldogs.org/apps/pages/StaffDirectory,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ce Human Resources IMAGE Gifted Education Maintenance Multilingual Learners Nursing Services Preschool Safety and Security Student Services Superintendent Technology Web, Social & Print Communications Departments Providing everything from meals to nursing, our departments serve s…",,"thletics Showcase Athletics Grandville ranks in the Top 50 Best School Districts for Athletes in Michigan (Niche, 2022). Contact Contact Us Staff Directory Map to Schools Contact Our teachers & staff are here to help. Header Links Enroll at GPS PowerSchool Calendar Search Search …"
Kentwood Public Schools,MI,https://www.kentwoodps.org/,https://www.kentwoodps.org/ourdistrict/boardofeducation/boeschedule/,,https://www.kentwoodps.org/ourdistrict/staff/,Missing: tech (crawl limited),2,0,0,1,0,1,,,od Public Schools Educational Foundation Booster Programs Kentwood Alumni & Friends Volunteers KPS Community Resources McKinney-Vento Staff Directory Excellence and Equity in Education District Home Our District Staff Directory Staff Directory Search Filters Name Building (All Bu…,,rts Board of Education BOE Schedule BOE Members BOE Minutes and Agendas BOE Bylaws and Policies KPS Wellness Policy Superintendent's Office Staff Directory Enrollment Online Registration Schools of Choice Changes to Elementary Student Assigned Schools 2025-26 Title IX Discriminat…
Rockford Public Schools,MI,https://www.rockfordschools.org/,https://www.rockfordschools.org/downloads/childcare/school-age-childcare-policy-parent-handbook.pdf,,https://www.rockfordschools.org/Core/Guests/Logon?ReturnUrl=%2Fstaff-intranet%2F,Missing: tech (crawl limited),2,0,0,1,0,1,,,"o RSS Feed for News Headlines 2/15/2026 Rams News and Views 44 Topic: Artificial intelligence and its impact on schools with Maggie Thelen, Director of Mathematics, Innovation and Accountability, Andrew Abissi, Computer science teacher at Rockford High School and Noah Schrotenboe…",,"ease be aware that our efforts are ongoing, but should you experience any difficulty in accessing the Board of Education Meeting Documents, contact: jnester@rockfordschools.org. February 9, 2026 February 9, 2026 Board Meeting 2/9/2026 Meeting Agenda 2/9/2026 Meeting Packet 2/9/20…"
Comstock Park Public Schools,MI,https://www.cppschools.com/,https://www.cppschools.com/district/board-of-education/,https://www.cppschools.com/district/departments/technology/,https://www.cppschools.com/district/staff-directory/,,2,0,0,1,0,1,,,nd Performing Arts Safety and Security Calendar Enrollment Facility Use and Rentals Families in Transition Freedom of Information Act Staff Directory Safety Drills Staff Links Staff Intranet Student Technology Links Schools Comstock Park High School About CPHS CPHS Counseling Dep…,,sual and Performing Arts Safety and Security Calendar Enrollment Facility Use and Rentals Families in Transition Freedom of Information Act Staff Directory Safety Drills Staff Links Staff Intranet Student Technology Links Schools Comstock Park High School About CPHS CPHS Counseli…
Caledonia Community Schools,MI,https://www.calschools.org/,https://www.calschools.org/our-district/board-of-education/,,https://www.calschools.org/our-district/staff-appreciation/,Missing: tech (crawl limited),2,0,0,1,0,1,,,Plan Departments Business Services Communications Food Service Human Resources McKinney Vento/Families in Need Operations Special Programs Superintendent's Office Teaching & Learning Technology Transportation Enrollment Preschool Enrollment School Age Enrollment CCS Early Learnin…,,Advanced & Specialized Programs Class Pages College & Career Readiness Curriculum Guide Forms Mental Health Post Secondary Transcripts CHS Staff Directory CHS News Center Duncan Lake Middle For Parents Attendance Calendars/Schedules Clubs Emergency/Weather Notifications Food Serv…
Godfrey-Lee Public Schools,MI,https://www.godfrey-lee.org/,https://www.godfrey-lee.org/our-district/board-of-education/,,https://www.godfrey-lee.org/schools/early-childhood-center/staff-directory/,Missing: tech (crawl limited),2,0,0,1,0,1,,,rents Athletics Staff Directory Lee High School Academics Students Parents Athletics Staff Directory East Lee Campus Students Parents Staff Directory Enrollment Students Technology Support Google Classroom Library Services PowerSchool Student Portal Legends Launch Pad Departments…,,OIA) Title IX Information State Virtual Course Catalog Strategic Plan District History About Us District Map Schools Early Childhood Center Staff Directory Parent & Student Resources Library Media Center Godfrey Elementary Staff Directory Parent & Student Resources Library Media …
Kenowa Hills Public Schools,MI,https://khps.org/,https://khps.org/board-of-education,,https://khps.org/staff?n=lastName&s=asc,Missing: tech (crawl limited),2,0,0,1,0,1,,,"3 Contact Secretary Voss, Jim High School 616.784.2400 Ext: 8292 Contact History Teacher Webb, Rick District 616.965.4023 Ext: 2217 Contact Director of Information Technology Weeks, Kendra Middle/High School 616.785.3225 Contact Social Studies/Humanities Wentland, Lisa Central 61…",,"OUR CALL 616-784-2511 OPT. 2 © 2025 Kenowa Hills Public Schools All Rights Reserved 2325 4 Mile Rd NW Grand Rapids, MI 49544 (616) 784-2511 Staff Directory | Kenowa Hills Public Schools (616)784-2511 Search Transparency Report Canvas Student Login Parent Login Home of the Knights…"
Kent City Community Schools,MI,https://www.kentcityschools.org/,https://www.kentcityschools.org/district/board-of-education/,,https://www.kentcityschools.org/district/staff-directory/,Missing: tech (crawl limited),2,0,0,1,0,1,,,ormation Act Non-Discrimination & Accessibility Title IX Multi-Tiered System of Supports School Wellness When to Keep Your Child Home Staff Directory Search Title IX and FOIA Transportation Student Services English Language Learners Homeless Student Services Kent City Bands and C…,,of Information Act Non-Discrimination & Accessibility Title IX Multi-Tiered System of Supports School Wellness When to Keep Your Child Home Staff Directory Search Title IX and FOIA Transportation Student Services English Language Learners Homeless Student Services Kent City Bands…
Lowell Area Schools,MI,https://www.lowellschools.com/,https://www.lowellschools.com/our-district/board-of-education/,,https://www.lowellschools.com/our-district/contact-us/,Missing: tech (crawl limited),2,0,0,1,0,1,,,oard of Education District Calendar Community Contact Us Departments Directions Newsletter Facility Use Request Lowell Education Foundation Superintendent Wittenbach Center Preschool Elementary Schools Alto Elementary Bushnell Elementary Cherry Creek Elementary Murray Lake Elemen…,,"s Network Good things happening at Lowell Area Schools Read More Athletics More... Enrollment More... Infinite Campus More... Menus More... Staff Directory More... Transportation More... Lowell Area Schools 300 High Street Lowell , MI 49331 Phone: (616) 987-2500 Fax: (616) 987-25…"
Northview Public Schools,MI,https://www.nvps.net/,https://www.nvps.net/district/transparency/wellness-policy,,https://www.nvps.net/district/contact-us,Missing: tech (crawl limited),4,1,0,1,1,1,"ommunication 1/19/26 (opens in new window/tab) Family Communication 1/12/26 Jan 12 2026 An important message from the Superintendent, Board Policies regarding Student AI usage, ICE Protocol, Dynamic Duo Dance and more. Read More about Family Communication 1/12/26 Family Communica…",,"or partnering with us to help our students thrive! < > Welcome to Northview Public Schools About Us Welcome to Northview Public Schools! As Superintendent, I am incredibly proud of the vibrant and positive culture that defines our district. Our dedicated staff are truly the heart…","mily Communication 1/19/26 (opens in new window/tab) Family Communication 1/12/26 Jan 12 2026 An important message from the Superintendent, Board Policies regarding Student AI usage, ICE Protocol, Dynamic Duo Dance and more. Read More about Family Communication 1/12/26 Family Com…",u Search Clear Search Our District About Board of Education Contact Us Employment Enrollment K-12 Enrollment Schools of Choice Field School Staff Directory Transparency Transparency Reporting Civil Rights Compliance District Annual Report Freedom of Information Act May 2025 Bond …
Wyoming Public Schools,MI,https://wyomingps.org/,https://wyomingps.org/district/board-of-education/,https://wyomingps.org/district/technology/,https://wyomingps.org/district/wps-staff/,,2,0,0,1,0,1,,,ice Transparency Reporting Human Resources District Nurse Food Service Transportation & Maintenance Report Suspected Fraud Student Services Superintendent's Office Technology WPS Organizational Chart Safety & Security WPS Staff News Calendar Resources Free Internet for Home Facil…,,Scholar Work Permits Volunteer Application Wolf Den Wyoming Theater Company Athletics Programs English Learner Middle College Volunteering Contact Us Schools Early Childhood Wyoming Early Childhood Center Elementary Gladiola Elementary Oriole Park Elementary Parkview Elementary W…
Armada Area Schools,MI,https://www.armadaschools.org/,https://www.armadaschools.org/our-district/nondiscriminationpolicies/,,https://www.armadaschools.org/our-district/points-of-pride/award-winning-staff/,Missing: tech (crawl limited),2,0,0,1,0,1,,,mocratic society Our District Annual Education Report Board of Education Meeting Schedule Board Minutes Board Policies Employment Our Community Points of Pride Registration Schools Of Choice Staff Directory Staff Resources Superintendent of Schools Teacher Evaluation Transparency…,,munity Enrichment Program Points of Pride Award Winning Staff Award Winning Programs Student Accomplishments Registration Schools Of Choice Staff Directory Staff Resources School Messenger Superintendent of Schools Teacher Evaluation Transparency Reporting 2023 Bond and Sinking F…
Chippewa Valley Schools,MI,https://www.chippewavalleyschools.org/,https://www.chippewavalleyschools.org/departments/humanresources/nondiscrimination-policy/,,https://www.chippewavalleyschools.org/for-parents/student-directory-information/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"s of any of the above stated reasons, you may make a claim that your rights have been denied. This claim or complaint may be filed with the Director of Human Resources (Title IX/Civil Rights Coordinator) ablanchard@cvs.k12.mi.us or the Director of Special Services regarding Disab…",,alendar Employment Student Links Contact Us District Home Staff Links Community Education District Nurse Parent/Student Portal School Lunch Staff Directory Budget Badge Budget and Salary/Compensation Transparency Reporting MI School Data Visit Our Dashboard Previous Next Pause Pl…
Eastpointe Community Schools,MI,https://www.eastpointeschools.org/,https://www.eastpointeschools.org/departments/libraries/policies/,,https://www.eastpointeschools.org/our-district/staff-telephone--email-directory/,Missing: tech (crawl limited),4,1,0,1,1,1,"Policy: Technology and Internet Safety
Section 15. Copyrighted Works
Section 16. Privacy of Social Security Numbers
Section 17. Generative Artificial Intelligence Use Policy
Article VIII Community Relations
Section 1. Information Generally
Section 2. Freedom of Information Act
v
…",,ices Human Resources Open Enrollment/Benefits Health & Wellness Alternative Certification Operations Water Quality Student Support Services Superintendent Title IX Technology Student Account Help Request Transportation Libraries Why School Libraries? Staff Virtual Library Card St…,"Policy: Technology and Internet Safety
Section 15. Copyrighted Works
Section 16. Privacy of Social Security Numbers
Section 17. Generative Artificial Intelligence Use Policy
Article VIII Community Relations
Section 1. Information Generally
Section 2. Freedom of Information Act
v
…","ni Community City of Eastpointe City of Warren Eastpointe Library Warren Public Library Home Our District Staff Telephone & Email Directory Staff Directory Eastpointe Community Schools Administration Administrative Center 24685 Kelly Road Eastpointe , MI 48021 P: (586) 533-3000 O…"
Fitzgerald Public Schools,MI,https://www.fitz.k12.mi.us/,https://www.fitz.k12.mi.us/page/reporting-alleged-legal-policy-violations,,https://www.fitz.k12.mi.us/page/administrative-contacts,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ict policies, contracts or administrative guidelines, the following are methods to report those concerns: Notify your supervisor Notify the Director of Human Resources Notify Information Technology (IT) Support Services Use the suggestion boxes at the school buildings Complete th…",,for Board of Education Board of Education Overview Agendas & Minutes Policies Board Members Resolutions About Show submenu for About About Contact Us More Show submenu for Skip Gallery Welcome to Fitzgerald Public Schools End of Gallery Annual Education Reports Student Registrati…
Fraser Public Schools,MI,https://www.fraser.k12.mi.us/,https://www.fraser.k12.mi.us/board-of-education,,https://www.fraser.k12.mi.us/departments/special-education/special-education-staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,atement Departments Business Office Community Relations Curriculum Human Resources Operations & Maintenance School Safety Special Education Superintendent Technology Transportation Programs Athletics Career & Technical Education Food Service Fraser Aquatics School Age Child Care …,,Bond 2023 Budget Transparency District Map (opens in new window/tab) Fraser Educational Foundation Grant Information Portrait of a Graduate Staff Directory (opens in new window/tab) Strategic Plan Board Of Education Meeting Dates About Our Board Agendas and Minutes Board Committe…
Romeo Community Schools,MI,https://romeok12.org/,https://romeok12.org/board-of-eductation/bylaws-and-policies/,,https://romeok12.org/schools/croswell-early-childhood-center/our-staff/,Missing: tech (crawl limited),2,0,0,1,0,1,,,Employment Lunch Menus Enrollment Health and Wellness Calendar Parent Portal Construction Updates District Home For Parents For Staff Staff Directory Site Map Budget Badge Budget and Salary/Compensation Transparency Reporting MI School Data Visit Our Dashboard Previous Next Pause…,,ments Employment Lunch Menus Enrollment Health and Wellness Calendar Parent Portal Construction Updates District Home For Parents For Staff Staff Directory Site Map Budget Badge Budget and Salary/Compensation Transparency Reporting MI School Data Visit Our Dashboard Previous Next…
Utica Community Schools,MI,https://www.uticak12.org/,https://www.uticak12.org/about-ucs/board-of-education,https://www.uticak12.org/families-community/technology-support/home/staff-support/staff-faq,https://www.uticak12.org/families-community/technology-support/home/staff-support/staff-faq,,2,0,0,1,0,1,,,"Luke Grunow Feb 12 2026 2 : 34 PM The Michigan Interscholastic Athletic Administrators Association (MIAAA) has named Robin Dilday, Athletic Director at Utica Community Schools, the Region 10 Athletic Director of the Year. This prestigious honor recognizes outstanding leadership, …",,- Utica Community Schools Skip To Main Content Close Menu Search Clear Search Open Schools Quick Links Enrollment Employment News Calendar Contact Us Translate About UCS Board of Education Board Policies & Procedures Bond Issue Updates Bond Issue Updates Building For the Future A…
Van Dyke Public Schools,MI,https://www.vdps.net/,https://www.vdps.net/page/board-of-education-bylaws-and-policies,,https://www.vdps.net/page/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,"er our Board policies, the official minutes of the Board of Education meetings are stored and available for inspection at the Office of the Superintendent. If you are an individual with a disability who is in need of a reader, amplifier, qualified sign language interpreter or any…",,"ualified sign language interpreter or any other form of auxiliary aid or service to attend or participate in the meeting or hearing, please contact the Office of the Superintendent at 586.758.8333 at least one week prior to the meeting. Bylaws and Policies Board of Education Boar…"
Roseville Community Schools,MI,https://rosevillepride.org/,https://rosevillepride.org/our-district/board-of-education/,,https://rosevillepride.org/our-district/administration/,Missing: tech (crawl limited),2,0,0,1,0,1,,,o start of staff cards Teresa Tomala Special Education Director Send an Email Skip to end of staff cards Skip to start of staff cards Joe Smith Buildings & Ground Director Send an Email Skip to end of staff cards Skip to start of staff cards Scott Sikorski Coordinator of Transpor…,,Special Education Restorative Practices RCS Scholarship Foundation Young Fives Our District Board of Education Administration Calendars RCS Staff Directory Contact Us Alumni Employment District Home Job Listings Enroll How to Enroll School of Choice Registration Early Childhood L…
Mount Clemens Community Schools,MI,https://www.mtcps.org/,https://www.mtcps.org/district/school-board/bylaws-and-policies/,,https://www.mtcps.org/district/contact-us/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ed of the status of Policy 5517 investigation and provide the Principal with a copy of the resulting
written report. Likewise, the Title IX Coordinator will provide the Principal with the determination of responsibility that results from
the Policy 2266 grievance process.
Investi…",,and Policies Remote Participation School Board Meetings School Board Members School Board Goals School Board Resources School Safety Drills Staff Directory Superintendent Transportation 2025 Bond Mount Clemens Enrollment Parents Bussing Information Child Cyber Safety District Pho…
